Sample	Top over-represented sequence	Sum of remaining over-represented sequences
fastqc | MantonBM4_HiSeq_4_S28_L002_R1_001	0.1636507544812814	0.1278729984934644
fastqc | MantonBM4_HiSeq_5_S29_L001_R1_001	0.21307627111620556	0.1525791044261133
fastqc | MantonBM4_HiSeq_5_S29_L002_R1_001	0.18251757697986493	0.13037687728505942
fastqc | MantonBM4_HiSeq_6_S30_L001_R1_001	0.2580094497149535	0.15943138415680885
fastqc | MantonBM4_HiSeq_6_S30_L002_R1_001	0.22353310728415962	0.13821778633248863
fastqc | MantonBM4_HiSeq_7_S31_L001_R1_001	0.20201210197840552	0.14378617207855843
fastqc | MantonBM4_HiSeq_7_S31_L002_R1_001	0.17225336596470578	0.12238593853688903
fastqc | MantonBM4_HiSeq_8_S32_L001_R1_001	0.20175207922305236	0.29322189755229877
fastqc | MantonBM4_HiSeq_8_S32_L002_R1_001	0.16429083532063063	0.15810931297019734
fastqc | MantonBM5_HiSeq_1_S1_L001_R1_001	0.2639337775002987	0.17173987066327862
fastqc | MantonBM5_HiSeq_1_S1_L002_R1_001	0.25854259154395987	0.17012838623480314
fastqc | MantonBM5_HiSeq_2_S2_L001_R1_001	0.25771917497458385	0.15881157432830295
fastqc | MantonBM5_HiSeq_2_S2_L002_R1_001	0.2541154758993044	0.15528921365560083
fastqc | MantonBM5_HiSeq_3_S3_L001_R1_001	0.28784224443961687	0.1658107582428771
fastqc | MantonBM5_HiSeq_3_S3_L002_R1_001	0.28177727020393595	0.16306120966768894
fastqc | MantonBM5_HiSeq_4_S4_L001_R1_001	0.28093026693030937	0.19429885099152633
fastqc | MantonBM5_HiSeq_4_S4_L002_R1_001	0.27730292815269064	0.1920960611168001
fastqc | MantonBM5_HiSeq_5_S5_L001_R1_001	0.22567575554707156	0.14137435512006433
fastqc | MantonBM5_HiSeq_5_S5_L002_R1_001	0.22334329558532187	0.1409098470541035
fastqc | MantonBM5_HiSeq_6_S6_L001_R1_001	0.2950150289543787	0.1961614040917532
fastqc | MantonBM5_HiSeq_6_S6_L002_R1_001	0.29027414610394997	0.19299031141299855
fastqc | MantonBM5_HiSeq_7_S7_L001_R1_001	0.47101338900133755	0.36284969543336326
fastqc | MantonBM5_HiSeq_7_S7_L002_R1_001	0.4620371556013187	0.35697047831724676
fastqc | MantonBM5_HiSeq_8_S8_L001_R1_001	0.425615242004002	0.4452366178652205
fastqc | MantonBM5_HiSeq_8_S8_L002_R1_001	0.4202029389434353	0.4358156083926824
fastqc | MantonBM6_HiSeq_1_S9_L003_R1_001	0.31401237369658186	0.23415802241676398
fastqc | MantonBM6_HiSeq_1_S9_L004_R1_001	0.3176671572555687	0.2357509669026181
fastqc | MantonBM6_HiSeq_2_S10_L003_R1_001	0.3307956425475316	0.1821302384233875
fastqc | MantonBM6_HiSeq_2_S10_L004_R1_001	0.3337036994465859	0.18336525685327226
fastqc | MantonBM6_HiSeq_4_S11_L003_R1_001	0.2923741181341399	0.21686916817249752
fastqc | MantonBM6_HiSeq_4_S11_L004_R1_001	0.29471030009978477	0.21767798286989487
fastqc | MantonBM6_HiSeq_5_S12_L003_R1_001	0.23869944145252894	0.1666002513632441
fastqc | MantonBM6_HiSeq_5_S12_L004_R1_001	0.24001451146663944	0.16709483528886393
fastqc | MantonBM6_HiSeq_6_S13_L003_R1_001	0.2507357837657659	0.16256273997444182
fastqc | MantonBM6_HiSeq_6_S13_L004_R1_001	0.2522136642266018	0.16253078880544142
fastqc | MantonBM6_HiSeq_7_S14_L003_R1_001	0.25043751099822537	0.20895559764778376
fastqc | MantonBM6_HiSeq_7_S14_L004_R1_001	0.2541563455128544	0.2113672432666548
fastqc | MantonBM6_HiSeq_8_S15_L003_R1_001	0.3384211048263865	0.34348553520059916
fastqc | MantonBM6_HiSeq_8_S15_L004_R1_001	0.34007467844744926	0.3435645237541171
fastqc | MantonBM7_HiSeq_1_S16_L005_R1_001	0.488992542307174	0.9185035036872211
fastqc | MantonBM7_HiSeq_1_S16_L006_R1_001	0.4946704240158287	0.9373607705682013
fastqc | MantonBM7_HiSeq_2_S17_L005_R1_001	0.5280855166544242	0.9635233529504185
fastqc | MantonBM7_HiSeq_2_S17_L006_R1_001	0.5312370678489458	0.9840423279434343
fastqc | MantonBM7_HiSeq_3_S18_L005_R1_001	0.4826207718257758	0.8690889669196835
fastqc | MantonBM7_HiSeq_3_S18_L006_R1_001	0.4850499223051408	0.8859958379264592
fastqc | MantonBM7_HiSeq_4_S19_L005_R1_001	0.49044092763434144	0.8951449128400629
fastqc | MantonBM7_HiSeq_4_S19_L006_R1_001	0.4940747744672031	0.9190219311327374
fastqc | MantonBM7_HiSeq_5_S20_L005_R1_001	0.6244586189267961	1.25015821881802
fastqc | MantonBM7_HiSeq_5_S20_L006_R1_001	0.6293270840913955	1.2659972295044244
fastqc | MantonBM7_HiSeq_6_S21_L005_R1_001	0.4993360374311482	0.876022982361859
fastqc | MantonBM7_HiSeq_6_S21_L006_R1_001	0.49684018335657026	0.8912313929428519
fastqc | MantonBM7_HiSeq_7_S22_L005_R1_001	0.5331038554713866	1.0066921908293995
fastqc | MantonBM7_HiSeq_7_S22_L006_R1_001	0.5389328531610783	1.0308203148709754
fastqc | MantonBM7_HiSeq_8_S23_L005_R1_001	0.4611164011348975	0.9167456789084664
fastqc | MantonBM7_HiSeq_8_S23_L006_R1_001	0.46229044971757516	0.9398875736577751
fastqc | MantonBM8_HiSeq_1_S24_L007_R1_001	0.4872388342443296	0.8389300917103644
fastqc | MantonBM8_HiSeq_1_S24_L008_R1_001	0.5074783649536513	0.8740223300807292
fastqc | MantonBM8_HiSeq_2_S25_L007_R1_001	0.5059998723495999	0.9778834147121497
fastqc | MantonBM8_HiSeq_2_S25_L008_R1_001	0.5267441516894223	1.0216053743482854
fastqc | MantonBM8_HiSeq_3_S26_L007_R1_001	0.48673856357326817	0.9427863652452633
fastqc | MantonBM8_HiSeq_3_S26_L008_R1_001	0.5060900319575131	0.9835352132341243
fastqc | MantonBM8_HiSeq_4_S27_L007_R1_001	0.468945664090046	0.9686359749143485
fastqc | MantonBM8_HiSeq_4_S27_L008_R1_001	0.48822827619270154	1.0082200612136494
fastqc | MantonBM8_HiSeq_5_S28_L007_R1_001	0.46065077154061623	0.9783002973463133
fastqc | MantonBM8_HiSeq_5_S28_L008_R1_001	0.4781441553641113	1.0202239770977422
fastqc | MantonBM8_HiSeq_6_S29_L007_R1_001	0.5069483780236363	1.1062452697579261
fastqc | MantonBM8_HiSeq_6_S29_L008_R1_001	0.5267215337067245	1.1532230113432447
fastqc | MantonBM8_HiSeq_7_S30_L007_R1_001	0.4518670540212507	0.9350108329065924
fastqc | MantonBM8_HiSeq_7_S30_L008_R1_001	0.4670726535450095	0.9754609238250206
fastqc | MantonBM8_HiSeq_8_S31_L007_R1_001	0.5200398499732399	1.1220879750635022
fastqc | MantonBM8_HiSeq_8_S31_L008_R1_001	0.5379619130294712	1.168964447188726
