Sample	Top over-represented sequence	Sum of remaining over-represented sequences
fastqc | MantonBM4_HiSeq_2_S26_L002_R2_001	0.3187785182683184	0.1258000219171016
fastqc | MantonBM4_HiSeq_3_S27_L001_R2_001	0.295861684790604	0.11051668363329697
fastqc | MantonBM4_HiSeq_3_S27_L002_R2_001	0.23758295780728994	0.0
fastqc | MantonBM4_HiSeq_4_S28_L001_R2_001	0.30314238700730856	0.20893841370806354
fastqc | MantonBM4_HiSeq_4_S28_L002_R2_001	0.24419539309655344	0.0
fastqc | MantonBM4_HiSeq_5_S29_L001_R2_001	0.31841522049718696	0.22746819661849793
fastqc | MantonBM4_HiSeq_5_S29_L002_R2_001	0.26148067310286915	0.11433800318961085
fastqc | MantonBM4_HiSeq_6_S30_L001_R2_001	0.3309921374810113	0.2276271639477404
fastqc | MantonBM4_HiSeq_6_S30_L002_R2_001	0.2731743831342301	0.11364977576546903
fastqc | MantonBM4_HiSeq_7_S31_L001_R2_001	0.3035060695263703	0.1253661777156882
fastqc | MantonBM4_HiSeq_7_S31_L002_R2_001	0.24794888218038053	0.11313796549021526
fastqc | MantonBM4_HiSeq_8_S32_L001_R2_001	0.3872595766732647	0.23065277998081335
fastqc | MantonBM4_HiSeq_8_S32_L002_R2_001	0.3046736514310019	0.0
fastqc | MantonBM5_HiSeq_1_S1_L001_R2_001	0.18572228998962478	0.7421874094822004
fastqc | MantonBM5_HiSeq_1_S1_L002_R2_001	0.18368158762849204	0.641915858752975
fastqc | MantonBM5_HiSeq_2_S2_L001_R2_001	0.14670269412097617	0.7455823241025443
fastqc | MantonBM5_HiSeq_2_S2_L002_R2_001	0.1492523437079655	0.7363143891307946
fastqc | MantonBM5_HiSeq_3_S3_L001_R2_001	0.18277042322252707	0.6956646303567777
fastqc | MantonBM5_HiSeq_3_S3_L002_R2_001	0.18252061294364816	0.6916039101808994
fastqc | MantonBM5_HiSeq_4_S4_L001_R2_001	0.20103103167101546	0.7179819966040943
fastqc | MantonBM5_HiSeq_4_S4_L002_R2_001	0.19834498268749703	0.7124863790148899
fastqc | MantonBM5_HiSeq_5_S5_L001_R2_001	0.6485937399219117	1.4676545649241848
fastqc | MantonBM5_HiSeq_5_S5_L002_R2_001	0.6572572744880489	1.4766912409579958
fastqc | MantonBM5_HiSeq_6_S6_L001_R2_001	0.4542371292046529	1.3165939333427747
fastqc | MantonBM5_HiSeq_6_S6_L002_R2_001	0.4619064828123568	1.3167410527631884
fastqc | MantonBM5_HiSeq_7_S7_L001_R2_001	0.32148930521953345	1.315461234797541
fastqc | MantonBM5_HiSeq_7_S7_L002_R2_001	0.3176869162062529	1.295093174115796
fastqc | MantonBM5_HiSeq_8_S8_L001_R2_001	0.33970460913786527	1.301863114910926
fastqc | MantonBM5_HiSeq_8_S8_L002_R2_001	0.3354809619648625	1.2909837424985438
fastqc | MantonBM6_HiSeq_1_S9_L003_R2_001	0.24905298688967098	0.6824050940688489
fastqc | MantonBM6_HiSeq_1_S9_L004_R2_001	0.25113683204514453	0.6909508372142938
fastqc | MantonBM6_HiSeq_2_S10_L003_R2_001	0.2031270299784953	0.98147898725253
fastqc | MantonBM6_HiSeq_2_S10_L004_R2_001	0.203278213144432	0.990430230279459
fastqc | MantonBM6_HiSeq_4_S11_L003_R2_001	0.2523773801014826	0.7670523586348592
fastqc | MantonBM6_HiSeq_4_S11_L004_R2_001	0.25322186413975234	0.8754719840485479
fastqc | MantonBM6_HiSeq_5_S12_L003_R2_001	0.2566881692997802	0.7480627498113184
fastqc | MantonBM6_HiSeq_5_S12_L004_R2_001	0.2604181186575651	0.7548151499889189
fastqc | MantonBM6_HiSeq_6_S13_L003_R2_001	0.17844185635471618	0.6659672066432182
fastqc | MantonBM6_HiSeq_6_S13_L004_R2_001	0.1790496264756193	0.771639486467754
fastqc | MantonBM6_HiSeq_7_S14_L003_R2_001	0.18232817707287166	0.7612095299983602
fastqc | MantonBM6_HiSeq_7_S14_L004_R2_001	0.1848266005874094	0.8703086750749437
fastqc | MantonBM6_HiSeq_8_S15_L003_R2_001	0.2339007594868319	0.9924520508845869
fastqc | MantonBM6_HiSeq_8_S15_L004_R2_001	0.235208220672817	0.9990205384325082
fastqc | MantonBM7_HiSeq_1_S16_L005_R2_001	1.1531629740956137	1.2116039250491697
fastqc | MantonBM7_HiSeq_1_S16_L006_R2_001	1.1602782251461061	1.2185387110801815
fastqc | MantonBM7_HiSeq_2_S17_L005_R2_001	1.2499888396545338	1.3369711228235153
fastqc | MantonBM7_HiSeq_2_S17_L006_R2_001	1.266401897985887	1.3482194895176502
fastqc | MantonBM7_HiSeq_3_S18_L005_R2_001	1.0640162137808762	1.1839369460212787
fastqc | MantonBM7_HiSeq_3_S18_L006_R2_001	1.074108228010835	1.190104430767176
fastqc | MantonBM7_HiSeq_4_S19_L005_R2_001	1.0500875080841596	1.252824324936551
fastqc | MantonBM7_HiSeq_4_S19_L006_R2_001	1.0647333684326408	1.2537606372206471
fastqc | MantonBM7_HiSeq_5_S20_L005_R2_001	1.2921689272327543	1.5427995444699145
fastqc | MantonBM7_HiSeq_5_S20_L006_R2_001	1.2981560076627972	1.5401971152102742
fastqc | MantonBM7_HiSeq_6_S21_L005_R2_001	1.1217396939707447	1.40571649636663
fastqc | MantonBM7_HiSeq_6_S21_L006_R2_001	1.1206300846343755	1.4149776743861524
fastqc | MantonBM7_HiSeq_7_S22_L005_R2_001	1.2758313272166517	1.7410789351665787
fastqc | MantonBM7_HiSeq_7_S22_L006_R2_001	1.28792982340716	1.7571856182177843
fastqc | MantonBM7_HiSeq_8_S23_L005_R2_001	1.2519553009077349	1.4556526801614966
fastqc | MantonBM7_HiSeq_8_S23_L006_R2_001	1.2547037914412336	1.4703521275585478
fastqc | MantonBM8_HiSeq_1_S24_L007_R2_001	1.1050629496496738	1.0079612617202418
fastqc | MantonBM8_HiSeq_1_S24_L008_R2_001	1.130705208134127	1.0285522747924392
fastqc | MantonBM8_HiSeq_2_S25_L007_R2_001	1.1939076357482477	1.1934280361155927
fastqc | MantonBM8_HiSeq_2_S25_L008_R2_001	1.223492627999366	1.217104008466586
fastqc | MantonBM8_HiSeq_3_S26_L007_R2_001	1.1392092799894256	1.106518675017734
fastqc | MantonBM8_HiSeq_3_S26_L008_R2_001	1.1648545440525162	1.1269087148978636
fastqc | MantonBM8_HiSeq_4_S27_L007_R2_001	1.1428711494814625	1.0940731657823604
fastqc | MantonBM8_HiSeq_4_S27_L008_R2_001	1.167563549966176	1.1194386331176251
fastqc | MantonBM8_HiSeq_5_S28_L007_R2_001	1.1975296344890123	1.2726731079857525
fastqc | MantonBM8_HiSeq_5_S28_L008_R2_001	1.2202205169062976	1.2932675997986358
fastqc | MantonBM8_HiSeq_6_S29_L007_R2_001	1.188996295911051	1.6179836929311204
fastqc | MantonBM8_HiSeq_6_S29_L008_R2_001	1.2178760179900452	1.642586284333772
fastqc | MantonBM8_HiSeq_7_S30_L007_R2_001	1.0967575009525377	1.782594616058274
fastqc | MantonBM8_HiSeq_7_S30_L008_R2_001	1.1234817755616628	1.8080183702888264
fastqc | MantonBM8_HiSeq_8_S31_L007_R2_001	1.430619525849741	1.241544092660922
fastqc | MantonBM8_HiSeq_8_S31_L008_R2_001	1.4655457967460088	1.36578367227423
